audio0,audio1,audio2,audio3,audio4,audio5
https://jacob.ml/salASR/audios/6_r_8.wav,https://jacob.ml/salASR/audios/7_t_2.wav,https://jacob.ml/salASR/audios/8_b_5.wav,https://jacob.ml/salASR/audios/9_r_8.wav,https://jacob.ml/salASR/audios/10_t_2.wav,https://jacob.ml/salASR/audios/11_b_5.wav
https://jacob.ml/salASR/audios/12_t_2.wav,https://jacob.ml/salASR/audios/13_b_5.wav,https://jacob.ml/salASR/audios/14_r_8.wav,https://jacob.ml/salASR/audios/15_t_2.wav,https://jacob.ml/salASR/audios/16_b_5.wav,https://jacob.ml/salASR/audios/17_r_8.wav
https://jacob.ml/salASR/audios/12_b_5.wav,https://jacob.ml/salASR/audios/13_r_8.wav,https://jacob.ml/salASR/audios/14_t_2.wav,https://jacob.ml/salASR/audios/15_b_5.wav,https://jacob.ml/salASR/audios/16_r_8.wav,https://jacob.ml/salASR/audios/17_t_2.wav
https://jacob.ml/salASR/audios/12_r_8.wav,https://jacob.ml/salASR/audios/13_t_2.wav,https://jacob.ml/salASR/audios/14_b_5.wav,https://jacob.ml/salASR/audios/15_r_8.wav,https://jacob.ml/salASR/audios/16_t_2.wav,https://jacob.ml/salASR/audios/17_b_5.wav
https://jacob.ml/salASR/audios/12_t_2.wav,https://jacob.ml/salASR/audios/13_b_5.wav,https://jacob.ml/salASR/audios/14_r_8.wav,https://jacob.ml/salASR/audios/15_t_2.wav,https://jacob.ml/salASR/audios/16_b_5.wav,https://jacob.ml/salASR/audios/17_r_8.wav
https://jacob.ml/salASR/audios/12_b_5.wav,https://jacob.ml/salASR/audios/13_r_8.wav,https://jacob.ml/salASR/audios/14_t_2.wav,https://jacob.ml/salASR/audios/15_b_5.wav,https://jacob.ml/salASR/audios/16_r_8.wav,https://jacob.ml/salASR/audios/17_t_2.wav
https://jacob.ml/salASR/audios/12_r_8.wav,https://jacob.ml/salASR/audios/13_t_2.wav,https://jacob.ml/salASR/audios/14_b_5.wav,https://jacob.ml/salASR/audios/15_r_8.wav,https://jacob.ml/salASR/audios/16_t_2.wav,https://jacob.ml/salASR/audios/17_b_5.wav
https://jacob.ml/salASR/audios/12_t_2.wav,https://jacob.ml/salASR/audios/13_b_5.wav,https://jacob.ml/salASR/audios/14_r_8.wav,https://jacob.ml/salASR/audios/15_t_2.wav,https://jacob.ml/salASR/audios/16_b_5.wav,https://jacob.ml/salASR/audios/17_r_8.wav
https://jacob.ml/salASR/audios/12_b_5.wav,https://jacob.ml/salASR/audios/13_r_8.wav,https://jacob.ml/salASR/audios/14_t_2.wav,https://jacob.ml/salASR/audios/15_b_5.wav,https://jacob.ml/salASR/audios/16_r_8.wav,https://jacob.ml/salASR/audios/17_t_2.wav
https://jacob.ml/salASR/audios/12_r_8.wav,https://jacob.ml/salASR/audios/13_t_2.wav,https://jacob.ml/salASR/audios/14_b_5.wav,https://jacob.ml/salASR/audios/15_r_8.wav,https://jacob.ml/salASR/audios/16_t_2.wav,https://jacob.ml/salASR/audios/17_b_5.wav
https://jacob.ml/salASR/audios/18_t_2.wav,https://jacob.ml/salASR/audios/19_b_5.wav,https://jacob.ml/salASR/audios/20_r_8.wav,https://jacob.ml/salASR/audios/21_t_2.wav,https://jacob.ml/salASR/audios/22_b_5.wav,https://jacob.ml/salASR/audios/23_r_8.wav
https://jacob.ml/salASR/audios/18_b_5.wav,https://jacob.ml/salASR/audios/19_r_8.wav,https://jacob.ml/salASR/audios/20_t_2.wav,https://jacob.ml/salASR/audios/21_b_5.wav,https://jacob.ml/salASR/audios/22_r_8.wav,https://jacob.ml/salASR/audios/23_t_2.wav
https://jacob.ml/salASR/audios/18_r_8.wav,https://jacob.ml/salASR/audios/19_t_2.wav,https://jacob.ml/salASR/audios/20_b_5.wav,https://jacob.ml/salASR/audios/21_r_8.wav,https://jacob.ml/salASR/audios/22_t_2.wav,https://jacob.ml/salASR/audios/23_b_5.wav
https://jacob.ml/salASR/audios/18_t_2.wav,https://jacob.ml/salASR/audios/19_b_5.wav,https://jacob.ml/salASR/audios/20_r_8.wav,https://jacob.ml/salASR/audios/21_t_2.wav,https://jacob.ml/salASR/audios/22_b_5.wav,https://jacob.ml/salASR/audios/23_r_8.wav
https://jacob.ml/salASR/audios/18_b_5.wav,https://jacob.ml/salASR/audios/19_r_8.wav,https://jacob.ml/salASR/audios/20_t_2.wav,https://jacob.ml/salASR/audios/21_b_5.wav,https://jacob.ml/salASR/audios/22_r_8.wav,https://jacob.ml/salASR/audios/23_t_2.wav
https://jacob.ml/salASR/audios/18_r_8.wav,https://jacob.ml/salASR/audios/19_t_2.wav,https://jacob.ml/salASR/audios/20_b_5.wav,https://jacob.ml/salASR/audios/21_r_8.wav,https://jacob.ml/salASR/audios/22_t_2.wav,https://jacob.ml/salASR/audios/23_b_5.wav
https://jacob.ml/salASR/audios/18_t_2.wav,https://jacob.ml/salASR/audios/19_b_5.wav,https://jacob.ml/salASR/audios/20_r_8.wav,https://jacob.ml/salASR/audios/21_t_2.wav,https://jacob.ml/salASR/audios/22_b_5.wav,https://jacob.ml/salASR/audios/23_r_8.wav
https://jacob.ml/salASR/audios/18_b_5.wav,https://jacob.ml/salASR/audios/19_r_8.wav,https://jacob.ml/salASR/audios/20_t_2.wav,https://jacob.ml/salASR/audios/21_b_5.wav,https://jacob.ml/salASR/audios/22_r_8.wav,https://jacob.ml/salASR/audios/23_t_2.wav
https://jacob.ml/salASR/audios/18_r_8.wav,https://jacob.ml/salASR/audios/19_t_2.wav,https://jacob.ml/salASR/audios/20_b_5.wav,https://jacob.ml/salASR/audios/21_r_8.wav,https://jacob.ml/salASR/audios/22_t_2.wav,https://jacob.ml/salASR/audios/23_b_5.wav
https://jacob.ml/salASR/audios/24_t_2.wav,https://jacob.ml/salASR/audios/25_b_5.wav,https://jacob.ml/salASR/audios/26_r_8.wav,https://jacob.ml/salASR/audios/27_t_2.wav,https://jacob.ml/salASR/audios/28_b_5.wav,https://jacob.ml/salASR/audios/29_r_8.wav
https://jacob.ml/salASR/audios/24_b_5.wav,https://jacob.ml/salASR/audios/25_r_8.wav,https://jacob.ml/salASR/audios/26_t_2.wav,https://jacob.ml/salASR/audios/27_b_5.wav,https://jacob.ml/salASR/audios/28_r_8.wav,https://jacob.ml/salASR/audios/29_t_2.wav
https://jacob.ml/salASR/audios/24_r_8.wav,https://jacob.ml/salASR/audios/25_t_2.wav,https://jacob.ml/salASR/audios/26_b_5.wav,https://jacob.ml/salASR/audios/27_r_8.wav,https://jacob.ml/salASR/audios/28_t_2.wav,https://jacob.ml/salASR/audios/29_b_5.wav
https://jacob.ml/salASR/audios/24_t_2.wav,https://jacob.ml/salASR/audios/25_b_5.wav,https://jacob.ml/salASR/audios/26_r_8.wav,https://jacob.ml/salASR/audios/27_t_2.wav,https://jacob.ml/salASR/audios/28_b_5.wav,https://jacob.ml/salASR/audios/29_r_8.wav
https://jacob.ml/salASR/audios/24_b_5.wav,https://jacob.ml/salASR/audios/25_r_8.wav,https://jacob.ml/salASR/audios/26_t_2.wav,https://jacob.ml/salASR/audios/27_b_5.wav,https://jacob.ml/salASR/audios/28_r_8.wav,https://jacob.ml/salASR/audios/29_t_2.wav
https://jacob.ml/salASR/audios/24_r_8.wav,https://jacob.ml/salASR/audios/25_t_2.wav,https://jacob.ml/salASR/audios/26_b_5.wav,https://jacob.ml/salASR/audios/27_r_8.wav,https://jacob.ml/salASR/audios/28_t_2.wav,https://jacob.ml/salASR/audios/29_b_5.wav
https://jacob.ml/salASR/audios/24_t_2.wav,https://jacob.ml/salASR/audios/25_b_5.wav,https://jacob.ml/salASR/audios/26_r_8.wav,https://jacob.ml/salASR/audios/27_t_2.wav,https://jacob.ml/salASR/audios/28_b_5.wav,https://jacob.ml/salASR/audios/29_r_8.wav
https://jacob.ml/salASR/audios/24_b_5.wav,https://jacob.ml/salASR/audios/25_r_8.wav,https://jacob.ml/salASR/audios/26_t_2.wav,https://jacob.ml/salASR/audios/27_b_5.wav,https://jacob.ml/salASR/audios/28_r_8.wav,https://jacob.ml/salASR/audios/29_t_2.wav
https://jacob.ml/salASR/audios/24_r_8.wav,https://jacob.ml/salASR/audios/25_t_2.wav,https://jacob.ml/salASR/audios/26_b_5.wav,https://jacob.ml/salASR/audios/27_r_8.wav,https://jacob.ml/salASR/audios/28_t_2.wav,https://jacob.ml/salASR/audios/29_b_5.wav
https://jacob.ml/salASR/audios/30_t_2.wav,https://jacob.ml/salASR/audios/31_b_5.wav,https://jacob.ml/salASR/audios/32_r_8.wav,https://jacob.ml/salASR/audios/33_t_2.wav,https://jacob.ml/salASR/audios/34_b_5.wav,https://jacob.ml/salASR/audios/35_r_8.wav
https://jacob.ml/salASR/audios/30_b_5.wav,https://jacob.ml/salASR/audios/31_r_8.wav,https://jacob.ml/salASR/audios/32_t_2.wav,https://jacob.ml/salASR/audios/33_b_5.wav,https://jacob.ml/salASR/audios/34_r_8.wav,https://jacob.ml/salASR/audios/35_t_2.wav
https://jacob.ml/salASR/audios/30_r_8.wav,https://jacob.ml/salASR/audios/31_t_2.wav,https://jacob.ml/salASR/audios/32_b_5.wav,https://jacob.ml/salASR/audios/33_r_8.wav,https://jacob.ml/salASR/audios/34_t_2.wav,https://jacob.ml/salASR/audios/35_b_5.wav
https://jacob.ml/salASR/audios/30_t_2.wav,https://jacob.ml/salASR/audios/31_b_5.wav,https://jacob.ml/salASR/audios/32_r_8.wav,https://jacob.ml/salASR/audios/33_t_2.wav,https://jacob.ml/salASR/audios/34_b_5.wav,https://jacob.ml/salASR/audios/35_r_8.wav
https://jacob.ml/salASR/audios/30_b_5.wav,https://jacob.ml/salASR/audios/31_r_8.wav,https://jacob.ml/salASR/audios/32_t_2.wav,https://jacob.ml/salASR/audios/33_b_5.wav,https://jacob.ml/salASR/audios/34_r_8.wav,https://jacob.ml/salASR/audios/35_t_2.wav
https://jacob.ml/salASR/audios/30_r_8.wav,https://jacob.ml/salASR/audios/31_t_2.wav,https://jacob.ml/salASR/audios/32_b_5.wav,https://jacob.ml/salASR/audios/33_r_8.wav,https://jacob.ml/salASR/audios/34_t_2.wav,https://jacob.ml/salASR/audios/35_b_5.wav
https://jacob.ml/salASR/audios/30_t_2.wav,https://jacob.ml/salASR/audios/31_b_5.wav,https://jacob.ml/salASR/audios/32_r_8.wav,https://jacob.ml/salASR/audios/33_t_2.wav,https://jacob.ml/salASR/audios/34_b_5.wav,https://jacob.ml/salASR/audios/35_r_8.wav
https://jacob.ml/salASR/audios/30_b_5.wav,https://jacob.ml/salASR/audios/31_r_8.wav,https://jacob.ml/salASR/audios/32_t_2.wav,https://jacob.ml/salASR/audios/33_b_5.wav,https://jacob.ml/salASR/audios/34_r_8.wav,https://jacob.ml/salASR/audios/35_t_2.wav
https://jacob.ml/salASR/audios/30_r_8.wav,https://jacob.ml/salASR/audios/31_t_2.wav,https://jacob.ml/salASR/audios/32_b_5.wav,https://jacob.ml/salASR/audios/33_r_8.wav,https://jacob.ml/salASR/audios/34_t_2.wav,https://jacob.ml/salASR/audios/35_b_5.wav
https://jacob.ml/salASR/audios/36_t_2.wav,https://jacob.ml/salASR/audios/37_b_5.wav,https://jacob.ml/salASR/audios/38_r_8.wav,https://jacob.ml/salASR/audios/39_t_2.wav,https://jacob.ml/salASR/audios/40_b_5.wav,https://jacob.ml/salASR/audios/41_r_8.wav
https://jacob.ml/salASR/audios/36_b_5.wav,https://jacob.ml/salASR/audios/37_r_8.wav,https://jacob.ml/salASR/audios/38_t_2.wav,https://jacob.ml/salASR/audios/39_b_5.wav,https://jacob.ml/salASR/audios/40_r_8.wav,https://jacob.ml/salASR/audios/41_t_2.wav
https://jacob.ml/salASR/audios/36_r_8.wav,https://jacob.ml/salASR/audios/37_t_2.wav,https://jacob.ml/salASR/audios/38_b_5.wav,https://jacob.ml/salASR/audios/39_r_8.wav,https://jacob.ml/salASR/audios/40_t_2.wav,https://jacob.ml/salASR/audios/41_b_5.wav
https://jacob.ml/salASR/audios/36_t_2.wav,https://jacob.ml/salASR/audios/37_b_5.wav,https://jacob.ml/salASR/audios/38_r_8.wav,https://jacob.ml/salASR/audios/39_t_2.wav,https://jacob.ml/salASR/audios/40_b_5.wav,https://jacob.ml/salASR/audios/41_r_8.wav
https://jacob.ml/salASR/audios/36_b_5.wav,https://jacob.ml/salASR/audios/37_r_8.wav,https://jacob.ml/salASR/audios/38_t_2.wav,https://jacob.ml/salASR/audios/39_b_5.wav,https://jacob.ml/salASR/audios/40_r_8.wav,https://jacob.ml/salASR/audios/41_t_2.wav
https://jacob.ml/salASR/audios/36_r_8.wav,https://jacob.ml/salASR/audios/37_t_2.wav,https://jacob.ml/salASR/audios/38_b_5.wav,https://jacob.ml/salASR/audios/39_r_8.wav,https://jacob.ml/salASR/audios/40_t_2.wav,https://jacob.ml/salASR/audios/41_b_5.wav
https://jacob.ml/salASR/audios/36_t_2.wav,https://jacob.ml/salASR/audios/37_b_5.wav,https://jacob.ml/salASR/audios/38_r_8.wav,https://jacob.ml/salASR/audios/39_t_2.wav,https://jacob.ml/salASR/audios/40_b_5.wav,https://jacob.ml/salASR/audios/41_r_8.wav
https://jacob.ml/salASR/audios/36_b_5.wav,https://jacob.ml/salASR/audios/37_r_8.wav,https://jacob.ml/salASR/audios/38_t_2.wav,https://jacob.ml/salASR/audios/39_b_5.wav,https://jacob.ml/salASR/audios/40_r_8.wav,https://jacob.ml/salASR/audios/41_t_2.wav
https://jacob.ml/salASR/audios/36_r_8.wav,https://jacob.ml/salASR/audios/37_t_2.wav,https://jacob.ml/salASR/audios/38_b_5.wav,https://jacob.ml/salASR/audios/39_r_8.wav,https://jacob.ml/salASR/audios/40_t_2.wav,https://jacob.ml/salASR/audios/41_b_5.wav
https://jacob.ml/salASR/audios/42_t_2.wav,https://jacob.ml/salASR/audios/43_b_5.wav,https://jacob.ml/salASR/audios/44_r_8.wav,https://jacob.ml/salASR/audios/45_t_2.wav,https://jacob.ml/salASR/audios/46_b_5.wav,https://jacob.ml/salASR/audios/47_r_8.wav
https://jacob.ml/salASR/audios/42_b_5.wav,https://jacob.ml/salASR/audios/43_r_8.wav,https://jacob.ml/salASR/audios/44_t_2.wav,https://jacob.ml/salASR/audios/45_b_5.wav,https://jacob.ml/salASR/audios/46_r_8.wav,https://jacob.ml/salASR/audios/47_t_2.wav
https://jacob.ml/salASR/audios/42_r_8.wav,https://jacob.ml/salASR/audios/43_t_2.wav,https://jacob.ml/salASR/audios/44_b_5.wav,https://jacob.ml/salASR/audios/45_r_8.wav,https://jacob.ml/salASR/audios/46_t_2.wav,https://jacob.ml/salASR/audios/47_b_5.wav
https://jacob.ml/salASR/audios/42_t_2.wav,https://jacob.ml/salASR/audios/43_b_5.wav,https://jacob.ml/salASR/audios/44_r_8.wav,https://jacob.ml/salASR/audios/45_t_2.wav,https://jacob.ml/salASR/audios/46_b_5.wav,https://jacob.ml/salASR/audios/47_r_8.wav
https://jacob.ml/salASR/audios/42_b_5.wav,https://jacob.ml/salASR/audios/43_r_8.wav,https://jacob.ml/salASR/audios/44_t_2.wav,https://jacob.ml/salASR/audios/45_b_5.wav,https://jacob.ml/salASR/audios/46_r_8.wav,https://jacob.ml/salASR/audios/47_t_2.wav
https://jacob.ml/salASR/audios/42_r_8.wav,https://jacob.ml/salASR/audios/43_t_2.wav,https://jacob.ml/salASR/audios/44_b_5.wav,https://jacob.ml/salASR/audios/45_r_8.wav,https://jacob.ml/salASR/audios/46_t_2.wav,https://jacob.ml/salASR/audios/47_b_5.wav
https://jacob.ml/salASR/audios/42_t_2.wav,https://jacob.ml/salASR/audios/43_b_5.wav,https://jacob.ml/salASR/audios/44_r_8.wav,https://jacob.ml/salASR/audios/45_t_2.wav,https://jacob.ml/salASR/audios/46_b_5.wav,https://jacob.ml/salASR/audios/47_r_8.wav
https://jacob.ml/salASR/audios/42_b_5.wav,https://jacob.ml/salASR/audios/43_r_8.wav,https://jacob.ml/salASR/audios/44_t_2.wav,https://jacob.ml/salASR/audios/45_b_5.wav,https://jacob.ml/salASR/audios/46_r_8.wav,https://jacob.ml/salASR/audios/47_t_2.wav
https://jacob.ml/salASR/audios/42_r_8.wav,https://jacob.ml/salASR/audios/43_t_2.wav,https://jacob.ml/salASR/audios/44_b_5.wav,https://jacob.ml/salASR/audios/45_r_8.wav,https://jacob.ml/salASR/audios/46_t_2.wav,https://jacob.ml/salASR/audios/47_b_5.wav
https://jacob.ml/salASR/audios/48_t_2.wav,https://jacob.ml/salASR/audios/49_b_5.wav,https://jacob.ml/salASR/audios/50_r_8.wav,https://jacob.ml/salASR/audios/51_t_2.wav,https://jacob.ml/salASR/audios/52_b_5.wav,https://jacob.ml/salASR/audios/53_r_8.wav
https://jacob.ml/salASR/audios/48_b_5.wav,https://jacob.ml/salASR/audios/49_r_8.wav,https://jacob.ml/salASR/audios/50_t_2.wav,https://jacob.ml/salASR/audios/51_b_5.wav,https://jacob.ml/salASR/audios/52_r_8.wav,https://jacob.ml/salASR/audios/53_t_2.wav
https://jacob.ml/salASR/audios/48_r_8.wav,https://jacob.ml/salASR/audios/49_t_2.wav,https://jacob.ml/salASR/audios/50_b_5.wav,https://jacob.ml/salASR/audios/51_r_8.wav,https://jacob.ml/salASR/audios/52_t_2.wav,https://jacob.ml/salASR/audios/53_b_5.wav
https://jacob.ml/salASR/audios/48_t_2.wav,https://jacob.ml/salASR/audios/49_b_5.wav,https://jacob.ml/salASR/audios/50_r_8.wav,https://jacob.ml/salASR/audios/51_t_2.wav,https://jacob.ml/salASR/audios/52_b_5.wav,https://jacob.ml/salASR/audios/53_r_8.wav
https://jacob.ml/salASR/audios/48_b_5.wav,https://jacob.ml/salASR/audios/49_r_8.wav,https://jacob.ml/salASR/audios/50_t_2.wav,https://jacob.ml/salASR/audios/51_b_5.wav,https://jacob.ml/salASR/audios/52_r_8.wav,https://jacob.ml/salASR/audios/53_t_2.wav
https://jacob.ml/salASR/audios/48_r_8.wav,https://jacob.ml/salASR/audios/49_t_2.wav,https://jacob.ml/salASR/audios/50_b_5.wav,https://jacob.ml/salASR/audios/51_r_8.wav,https://jacob.ml/salASR/audios/52_t_2.wav,https://jacob.ml/salASR/audios/53_b_5.wav
https://jacob.ml/salASR/audios/48_t_2.wav,https://jacob.ml/salASR/audios/49_b_5.wav,https://jacob.ml/salASR/audios/50_r_8.wav,https://jacob.ml/salASR/audios/51_t_2.wav,https://jacob.ml/salASR/audios/52_b_5.wav,https://jacob.ml/salASR/audios/53_r_8.wav
https://jacob.ml/salASR/audios/48_b_5.wav,https://jacob.ml/salASR/audios/49_r_8.wav,https://jacob.ml/salASR/audios/50_t_2.wav,https://jacob.ml/salASR/audios/51_b_5.wav,https://jacob.ml/salASR/audios/52_r_8.wav,https://jacob.ml/salASR/audios/53_t_2.wav
https://jacob.ml/salASR/audios/48_r_8.wav,https://jacob.ml/salASR/audios/49_t_2.wav,https://jacob.ml/salASR/audios/50_b_5.wav,https://jacob.ml/salASR/audios/51_r_8.wav,https://jacob.ml/salASR/audios/52_t_2.wav,https://jacob.ml/salASR/audios/53_b_5.wav
https://jacob.ml/salASR/audios/54_t_2.wav,https://jacob.ml/salASR/audios/55_b_5.wav,https://jacob.ml/salASR/audios/56_r_8.wav,https://jacob.ml/salASR/audios/57_t_2.wav,https://jacob.ml/salASR/audios/58_b_5.wav,https://jacob.ml/salASR/audios/59_r_8.wav
https://jacob.ml/salASR/audios/54_b_5.wav,https://jacob.ml/salASR/audios/55_r_8.wav,https://jacob.ml/salASR/audios/56_t_2.wav,https://jacob.ml/salASR/audios/57_b_5.wav,https://jacob.ml/salASR/audios/58_r_8.wav,https://jacob.ml/salASR/audios/59_t_2.wav
https://jacob.ml/salASR/audios/54_r_8.wav,https://jacob.ml/salASR/audios/55_t_2.wav,https://jacob.ml/salASR/audios/56_b_5.wav,https://jacob.ml/salASR/audios/57_r_8.wav,https://jacob.ml/salASR/audios/58_t_2.wav,https://jacob.ml/salASR/audios/59_b_5.wav
https://jacob.ml/salASR/audios/54_t_2.wav,https://jacob.ml/salASR/audios/55_b_5.wav,https://jacob.ml/salASR/audios/56_r_8.wav,https://jacob.ml/salASR/audios/57_t_2.wav,https://jacob.ml/salASR/audios/58_b_5.wav,https://jacob.ml/salASR/audios/59_r_8.wav
https://jacob.ml/salASR/audios/54_b_5.wav,https://jacob.ml/salASR/audios/55_r_8.wav,https://jacob.ml/salASR/audios/56_t_2.wav,https://jacob.ml/salASR/audios/57_b_5.wav,https://jacob.ml/salASR/audios/58_r_8.wav,https://jacob.ml/salASR/audios/59_t_2.wav
https://jacob.ml/salASR/audios/54_r_8.wav,https://jacob.ml/salASR/audios/55_t_2.wav,https://jacob.ml/salASR/audios/56_b_5.wav,https://jacob.ml/salASR/audios/57_r_8.wav,https://jacob.ml/salASR/audios/58_t_2.wav,https://jacob.ml/salASR/audios/59_b_5.wav
https://jacob.ml/salASR/audios/54_t_2.wav,https://jacob.ml/salASR/audios/55_b_5.wav,https://jacob.ml/salASR/audios/56_r_8.wav,https://jacob.ml/salASR/audios/57_t_2.wav,https://jacob.ml/salASR/audios/58_b_5.wav,https://jacob.ml/salASR/audios/59_r_8.wav
https://jacob.ml/salASR/audios/54_b_5.wav,https://jacob.ml/salASR/audios/55_r_8.wav,https://jacob.ml/salASR/audios/56_t_2.wav,https://jacob.ml/salASR/audios/57_b_5.wav,https://jacob.ml/salASR/audios/58_r_8.wav,https://jacob.ml/salASR/audios/59_t_2.wav
https://jacob.ml/salASR/audios/54_r_8.wav,https://jacob.ml/salASR/audios/55_t_2.wav,https://jacob.ml/salASR/audios/56_b_5.wav,https://jacob.ml/salASR/audios/57_r_8.wav,https://jacob.ml/salASR/audios/58_t_2.wav,https://jacob.ml/salASR/audios/59_b_5.wav
